id,tweet,subtask_a,tweet_cleaned
96033,#Florence looks like she is getting ready to explode. Notice the eye starting to reappear. URL,NOT,looks like she is getting ready to explode notice the eye starting to reappear
80440,Alex Jones be smokin be dicks out here but mans really got supporters out here 😂,NOT,alex jones be smokin be dicks out here but mans really got supporters out here
98096,#bbnaija when we told u she is a child of grace we meant it we are busy no time to famz anybody #teamceec URL,NOT,when we told u she is a child of grace we meant it we are busy no time to famz anybody
83416,"#ChristineBlaseyFord was grinding #Kavanaugh at a party almost 40yrs ago.....You gotta love the age, of this ridiculous #MeToo movement   Just swear #Kavanaugh in already and get this over with, before #liberals have an anxiety attack like 11/8/16 URL",OFF,was grinding  at a party almost 40yrs agoyou gotta love the age of this ridiculous  movement   just swear  in already and get this over with before  have an anxiety attack like 11816
59687,#ChooseCruz  let CA and NY  have the LIBERALS  #DontCAmyTEXAS URL,NOT,let ca and ny  have the liberals
86570,*109. Celine_SwittinS Follback Erza_Jullian #OpenfolbackCeline_SwittinS,NOT,109 celineswittins follback erzajullian
67418,"#CoryBooker is not a hero, he is an American traitor and should be treated as such. Arrest, prosecute, and  carry out sentence. #KavanaughConfirmation URL via @USER",OFF,is not a hero he is an american traitor and should be treated as such arrest prosecute and  carry out sentence   via
61929,#Conservatives thanks to Tory doctrinaire policies we are all going back in time and losing hard one benefits and prosperity. Go forward with our EU partners URL,NOT,thanks to tory doctrinaire policies we are all going back in time and losing hard one benefits and prosperity go forward with our eu partners
58632,100 Round Goon Bitch Is You Kiddin Me🤣,OFF,100 round goon bitch is you kiddin me
51621,#HurricaneFlorence is producing up to 40in of RAIN. Please be safe. URL,NOT,is producing up to 40in of rain please be safe
85309,@USER @USER @USER Scott Gottlieb doesn’t know what’s an opiod and what’s not. He’s definitely not an expert on anything. However he is a expert at reading bank statements and counting money.,NOT,scott gottlieb doesn’t know what’s an opiod and what’s not he’s definitely not an expert on anything however he is a expert at reading bank statements and counting money
57330,Angels now have 6 runs. Five of them have come courtesy Mike Trout homers. Trout connects on a 3-2 pitch with runners on second and third,NOT,angels now have 6 runs five of them have come courtesy mike trout homers trout connects on a 32 pitch with runners on second and third
30207,#California leads the way in gun safety. URL,NOT,leads the way in gun safety
62237,#CommunistNewsNetWork's rented lips @USER why are you never ever seen protesting and demanding Gun Control on the streets of Chicago?    #LiberalsHateAmerica URL,NOT,s rented lips  why are you never ever seen protesting and demanding gun control on the streets of chicago
92823,"@USER   This blow hard was going to push this for his votes. Bad enough his names on it, it will always be the Tappanzee  Bridge to us NYrs who had no say in it. I hope they investigate why this was going to be opened and risk lives and no one knew it wasn't ready.💩 URL",NOT,this blow hard was going to push this for his votes bad enough his names on it it will always be the tappanzee  bridge to us nyrs who had no say in it i hope they investigate why this was going to be opened and risk lives and no one knew it wasnt ready
39788,#PatriotsUnited #PatriotsEffectingChange #Patriot #MAGA #Trump #TrumpsSuperElites #thestorm #GreatAwakeningWorldwide #QANON #WWG1WGA   Law abiding citizens. We have a right to defend ourselves. Fight fire 🔥 with fire 🔥  Antifa article shows us how. Read 👇 URL,NOT,law abiding citizens we have a right to defend ourselves fight fire  with fire   antifa article shows us how read
48820,"#SundayShoutOuts to @USER because.... Because she is amazing and has my boundless support and endless appreciation for her support in return, it's just a loop of love and respect… URL",NOT,to  because because she is amazing and has my boundless support and endless appreciation for her support in return its just a loop of love and respect…
35612,@USER #MoreBS = MORE #BARRYSOETOROBULLSHIT,OFF,more
96905,"#tytlive OMG how can a Latino faith based woman think that Trump is Christian.  Wow, he is the poster child for immorality and hating Latinos",OFF,omg how can a latino faith based woman think that trump is christian  wow he is the poster child for immorality and hating latinos
34122,#2A. The stuff some of these people say amazes me. They do not get we already have gun control. Take a look at what happens to all the people arrested on gun charges each weekend in Chicago. Most of them are given a slap on the wrist. #NRA URL,NOT,the stuff some of these people say amazes me they do not get we already have gun control take a look at what happens to all the people arrested on gun charges each weekend in chicago most of them are given a slap on the wrist
17100,#Conservatives are always revolting URL,NOT,are always revolting
72538,@USER @USER @USER @USER @USER @USER That's not what I said. The vast majority of US leftists support gun control. But it's not inherently a left wing policy. Many revolutionary socialists and anarchists don't support aggressive gun control because they believe the working class should be armed for self-defense.,NOT,thats not what i said the vast majority of us leftists support gun control but its not inherently a left wing policy many revolutionary socialists and anarchists dont support aggressive gun control because they believe the working class should be armed for selfdefense
68371,#Democrats and #Liberals accuse #BrettKavanaugh and have no proof!! Meanwhile they supported #TedKennedy in his run for @USER and called him the lion of the Senate and he killed a woman. #wednesdaywisdom #news #trump URL,NOT,and  accuse  and have no proof meanwhile they supported  in his run for  and called him the lion of the senate and he killed a woman
24638,@USER #Google as a fellow Goggler I must say election night 2016 was one of the greatest nights of my life! Watching libs and Hillary supporters especially media still has me laughing! You alls pain and tears brought me great joy! #ThankYou,NOT,as a fellow goggler i must say election night 2016 was one of the greatest nights of my life watching libs and hillary supporters especially media still has me laughing you alls pain and tears brought me great joy
73621,#BESTPOTUSEVER #LOVEMYPRESIDENT #MAGA #BRILLIANT #WINNING #MASTERNEGOTIATOR @USER thank you! URL,NOT,thank you
79778,@USER #Carrey is a #pervert himself!,OFF,is a  himself
87617,"#Angel_Dad: If Lawmakers Really Cared About Citizens, They Would Secure the Border URL via @USER URL",NOT,if lawmakers really cared about citizens they would secure the border  via
16323,An American Tail really is one of the most underrated animations ever ever ever. Fuck I cried in this scene,NOT,an american tail really is one of the most underrated animations ever ever ever fuck i cried in this scene
90328,@USER nigga are you stupid your trash dont play with him play with your bitch 😂,OFF,nigga are you stupid your trash dont play with him play with your bitch
71350,#NoOneAskMe But here's my opinion #offset keeping this beef up between #cardiB and @USER he know Cardi slow and believe everything he says.. She is his meal ticket. I just think #offset need to sit his ugly ass down.,OFF,but heres my opinion  keeping this beef up between  and  he know cardi slow and believe everything he says she is his meal ticket i just think  need to sit his ugly ass down
43782,#ICYMI - Liberals' Favorite Myth That Obama Was a Law Professor Is Now Destroyed?! URL,OFF,liberals favorite myth that obama was a law professor is now destroyed
46378,#JoyfulGlitz#Younique#Blessed#MomLife URL,NOT,
18357,"#HaveYourSay: If you live in #Garston, Jane wants to hear your views on the location of a new Community Police Station. She is proposing to open a new accessible community base in the South Liverpool NHS Treatment Centre on Church Road. What do you think?  URL URL",NOT,if you live in  jane wants to hear your views on the location of a new community police station she is proposing to open a new accessible community base in the south liverpool nhs treatment centre on church road what do you think
24000,#Seek the LORD while you can find Him  Call on Him now while He is near  Isaiah 55:6  #God #waiting for you to come into His Kingdom  #JesusIsCalling to give you new #life  #repentance for #forgiveness #salvation from sin #Satan #EuropaAfricaUs #pray #TrustGod #believe,NOT,the lord while you can find him  call on him now while he is near  isaiah 556    for you to come into his kingdom   to give you new    for   from sin
51286,"#Repost @USER with get_repost ・・・ Happy 34th to the one and only Prince Harry, The Duke of Sussex. 🥂 He is such a grounded, compassionate guy, taking after his mother, and I’m… URL",NOT,with getrepost  happy 34th to the one and only prince harry the duke of sussex  he is such a grounded compassionate guy taking after his mother and i’m…
10412,"@USER is as complete of a person as I've ever met. I don't know what will happen after pro football, but he can do a lot of special things in life. He is what you want a Duke football player to be, no if, ands or buts about it,"" @USER URL",NOT,is as complete of a person as ive ever met i dont know what will happen after pro football but he can do a lot of special things in life he is what you want a duke football player to be no if ands or buts about it
84900,"#Spending. Don't speed all of your money. If you are not saving atlest 15%  of what you earn,  start today.  Look at your income and expenses, find out where you can start to cut back and get 15% you save.",NOT,dont speed all of your money if you are not saving atlest 15  of what you earn  start today  look at your income and expenses find out where you can start to cut back and get 15 you save
45147,"#Jenelle wants the world to know she is in a bikini. Oh, and to pray for NC. 😒 URL",NOT,wants the world to know she is in a bikini oh and to pray for nc
58287,@USER To demonstrate how wholly incapable of carrying a thought to its logical conclusion she is?,OFF,to demonstrate how wholly incapable of carrying a thought to its logical conclusion she is
44599,#UglyIsTheNewPretty 💜💜💜 Don't let ppl tell you how to look or how to be! The ultimate power is projecting yourself and laughing at the projections of others YOU ARE AN ACTOR IN THE PLAY OF LIFE ITS JUST A RIDE WHAT ARE YOU SO AFRAID OF?🤔 URL,NOT,dont let ppl tell you how to look or how to be the ultimate power is projecting yourself and laughing at the projections of others you are an actor in the play of life its just a ride what are you so afraid of
38726,@USER #MAGA who cares about the farm.  He had no reason to commit murder. End of story.,NOT,who cares about the farm  he had no reason to commit murder end of story
36393,@USER @USER @USER @USER Go with @USER Jeans. I've been wearing Wranglers over 25 yrs now. Ever since I found Levis contributed  heavily to Gun Control Groups &amp; Gun Grabbing Politicians back in the 1990s.,NOT,go with  jeans ive been wearing wranglers over 25 yrs now ever since i found levis contributed  heavily to gun control groups  gun grabbing politicians back in the 1990s
74747,#FeelsGoodGirl @USER @USER  you should be proud at her she is amazing in gambit URL,NOT,you should be proud at her she is amazing in gambit
43173,@USER I guess that’s where swamp ass originated,NOT,i guess that’s where swamp ass originated
58109,#MAGA #Qanon #GreatAwakening #inners #WWG1WGA #NowComesThePain #WalkAway #GoodbyeDemocrats   McCabe and Strzok Caught Destroying Evidence During Final Days at FBI; “Huber is Running a Grand Jury” URL,NOT,mccabe and strzok caught destroying evidence during final days at fbi “huber is running a grand jury”
42091,"#Conservatives aren’t #afraid of #AnitaHill #redux: They know #power matters more than #truth: #Republicans aren’t worried the #Kavanaugh #hearing will #backfire, because in 2018 the #facts almost don’t matter URL #news #GOP #Trump #Liars #PostTruth #SOCTUS",NOT,aren’t  of   they know  matters more than   aren’t worried the   will  because in 2018 the  almost don’t matter
29475,#Brexit Deal Has Been Reached with #EU?!  Hold onto your hats!  #HardBrexit #BrexitDeal #ChequersDeal #ChuckChequers #MBGA #MEGA #MCGA #MAGA #Conservatives #Patriots #MayOut #MayMustGo URL,NOT,deal has been reached with   hold onto your hats
19296,*a reminder that david harcourt's 1972 classic EVERYONE WANTS TO BE FUEHRER: A HISTORY OF NATIONAL SOCIALISM IN AUSTRALIA AND NEW ZEALAND is avail as a pdf: #antifa #auspol #FCKNZS URL,NOT,a reminder that david harcourts 1972 classic everyone wants to be fuehrer a history of national socialism in australia and new zealand is avail as a pdf
96203,@USER @USER Titty.,NOT,titty
27467,"*soc OC dom manapun, up for a plot? foto hanya penanda faceclaim. URL",NOT,soc oc dom manapun up for a plot foto hanya penanda faceclaim
42404,"#TEXAS  Wake up! A Socialist is mesmerizing the weak-minded in your state!  YOU ARE **TEXAS** FOR CRYING OUT LOUD!  Of all the places that embody the American Spirit of Individual Freedom, TEXAS IS THE STANDARD BEARER  Make a damn stand for your GREAT Senator @USER  #SaveTexas URL",NOT,wake up a socialist is mesmerizing the weakminded in your state  you are texas for crying out loud  of all the places that embody the american spirit of individual freedom texas is the standard bearer  make a damn stand for your great senator
14972,#pastramicity I'm so sad that I hadn't found Sky sooner now he is doing music which is still amazing,NOT,im so sad that i hadnt found sky sooner now he is doing music which is still amazing
49426,#WCW my Zamalek.Zamo!Mapholoba!She was my first friend in Uni upto today she is still my muntu!I love you Pholobs! 8 years strong! @USER   ❤️❤️❤️ URL,NOT,my zamalekzamomapholobashe was my first friend in uni upto today she is still my muntui love you pholobs 8 years strong
82638,#ProudFathersWithRTG He / she is on the way cnt wait...hope God will mke it hppn.....,NOT,he  she is on the way cnt waithope god will mke it hppn
51052,"@USER ...and how very irrelevant.   But if they didn't find weed, they would have dug up an 8th grade picture of him wearing a hoodie and talk about what a thug"" he is.""",NOT,and how very irrelevant   but if they didnt find weed they would have dug up an 8th grade picture of him wearing a hoodie and talk about what a thug he is
32059,"#Chequers is dead. D.e.a.d. Time to move on. #SuperCanada has been offered and we should take it.  Time for the @USER to face the fact, retire Mrs May and appoint a new leader, probably @USER",NOT,is dead dead time to move on  has been offered and we should take it  time for the  to face the fact retire mrs may and appoint a new leader probably
77649,"#Auspol Flawed though they were in many ways as individuals , Our  Labor PMs have always battled on and achieved a lot for the nation. Recently, apart from gun control, what have the LNP actually done _for_ the nation??  Go on, make a list. URL",NOT,flawed though they were in many ways as individuals  our  labor pms have always battled on and achieved a lot for the nation recently apart from gun control what have the lnp actually done for the nation  go on make a list
32061,And she has a pet??? Fucking disgusting URL,OFF,and she has a pet fucking disgusting
88660,"#MAGA  BREAKING NEWS:  The DNC stole their playbook from George Costanza on Seinfeld.  Now at least we know what we're up against.  DNC Rule #1:  It's not a lie, if you believe it.  WATCH: URL",NOT,breaking news  the dnc stole their playbook from george costanza on seinfeld  now at least we know what were up against  dnc rule   its not a lie if you believe it  watch
63129,"#LiberalHypocrisy #TacoBell When Liberals ask why your against illegal immigration? Taco Bell Employee: No Habla Ingles!"" URL",OFF,when liberals ask why your against illegal immigration taco bell employee no habla ingles
79653,"5 years ago Antifa rapper Pavlos Fyssas surrounded by  fascists of the Golden Dawn Party in Keratsini, Athens, and stabbed to death.   Five years later WE DO NOT FORGET WE DO NOT FORGIVE  URL URL",NOT,5 years ago antifa rapper pavlos fyssas surrounded by  fascists of the golden dawn party in keratsini athens and stabbed to death   five years later we do not forget we do not forgive
99016,"#CollegeFootball  2021 6'7 285 DT/OL Gallatin, TN URL ""just turned 15 yrs old Aug 1st 2018"" ""Above average movement"" ""He is a Dog"" #SEC #PAC12 #BIG12 #BIG10 URL",NOT,2021 67 285 dtol gallatin tn  just turned 15 yrs old aug 1st 2018 above average movement he is a dog
57283,@USER @USER Then we agree. Common ground.  And I don't like the Bushes.  Particularly HW.  URL,NOT,then we agree common ground  and i dont like the bushes  particularly hw
74797,#BlackInkCrewCHI lily they don’t hate you....you Hate you. You are your own worst enemy cause you let your anger get in the way I legit feel like Shes one of the kids I Work with at my job,OFF,lily they don’t hate youyou hate you you are your own worst enemy cause you let your anger get in the way i legit feel like shes one of the kids i work with at my job
25177,#JusticeForSoniasFather  Mr Usman buzdar sb! please respond to Sonia Iqbal daughter of PTI counsellor from okara whose father was killed during elections by nawaz league killers. She is saying she will commit suicide in front of media. Where is justice?,OFF,mr usman buzdar sb please respond to sonia iqbal daughter of pti counsellor from okara whose father was killed during elections by nawaz league killers she is saying she will commit suicide in front of media where is justice
68831,".@USER ‘Listen To The #ACLU, #Antifa, #BlackLivesMatter’ If You Want More Chicago Shootings URL via @USER  #Sessions",NOT,‘listen to the   ’ if you want more chicago shootings  via
60621,@USER (((ruth porat))) another coincidence? these are NOT good people.  And now people like her are shapping the narrative by censoring search results 😡,NOT,ruth porat another coincidence these are not good people  and now people like her are shapping the narrative by censoring search results
87428,@USER - WORST POTUS.  EVER!,OFF,worst potus  ever
39400,#Conservatives have no genetic ability to understand #hypocrisy or #irony. Right wing ideology gets ya all twisted in knots. #onpoli  #Ontario  #PartyOfYesteryear  @USER  #FraudNation URL,OFF,have no genetic ability to understand  or  right wing ideology gets ya all twisted in knots
90355,(6) he got angry with me for stating I had checked the drawer and that I don’t see why he is making the argument that it could still be my fault in this particular instance. #ohreally,NOT,6 he got angry with me for stating i had checked the drawer and that i don’t see why he is making the argument that it could still be my fault in this particular instance
38003,"#ALDUB165thWeeksary 😘 @USER @USER @USER @USER @USER @USER @USER @USER  Be thankful for what you are NOW, and keep fighting for what you want to be tomorrow.",NOT,be thankful for what you are now and keep fighting for what you want to be tomorrow
62788,#OITNB. She is the worst public defender. Trailing her pen uner the words.,OFF,she is the worst public defender trailing her pen uner the words
28484,#Trademark Attorney Daniela Paull will be in Paris next week attending the 32nd Annual @USER conference - do get in touch if you are also attending and would like to set up a meeting URL #IP,NOT,attorney daniela paull will be in paris next week attending the 32nd annual  conference  do get in touch if you are also attending and would like to set up a meeting
91471,#TIMETRAVELTHURSDAY #MAXDRIVETIMETRAVELTHURSDAY You Are #OnAirWithShine #NP Home with you  - @USER  On The #MaxDrive w.@USER the  #RadioENCHANTRESS,NOT,you are   home with you     on the  w the
84343,And never regretted it .. not even during our hardest times !! URL,NOT,and never regretted it  not even during our hardest times
88745,#TheView #BothamJean I don't believe #AmyGuyger she is a lying pos! I live near a police station..I hope and pray a cop doesn't bust up in my house thinking it's his/hers and kills me..my God..we/people of color are police prey..we're always in police cross-hairs..no matter what,OFF,i dont believe  she is a lying pos i live near a police stationi hope and pray a cop doesnt bust up in my house thinking its hishers and kills memy godwepeople of color are police preywere always in police crosshairsno matter what
70443,"#Antifa, September 22: Stop the fascist NVU in #Amsterdam! URL",OFF,september 22 stop the fascist nvu in
90402,#BecauseOfTories we have the lowest youth unemployment since records began 👏🏼  URL,NOT,we have the lowest youth unemployment since records began
90327,And that’s why you were at NYFW cause your such a class act.. getcho wack ass outta here URL,OFF,and that’s why you were at nyfw cause your such a class act getcho wack ass outta here
85687,#MAGA #Kavanaugh #DrainTheDeepState @USER   I'd like to see @USER interviewed again. In his book ALL OUT WAR he laid out a lot that is happening today. ✓DC Secret Resistance Society ✓ANTIFA ✓ A White House meeting. Be interesting to hear him 2 yrs after Bk. URL,NOT,id like to see  interviewed again in his book all out war he laid out a lot that is happening today dc secret resistance society antifa  a white house meeting be interesting to hear him 2 yrs after bk
88177,"#SandraOh is dressed like the queen she is tonight! We salute you, you Canadian Goddess! Let's hope you win for #KillingEve. #EmmyAwards URL",NOT,is dressed like the queen she is tonight we salute you you canadian goddess lets hope you win for
31022,@USER WWE considers Raw the bigger show and having Ronda later in the PPV shows she is a bigger nane,NOT,wwe considers raw the bigger show and having ronda later in the ppv shows she is a bigger nane
65545,#GreatestThingsAboutThe90s liberals weren’t unhinged,OFF,liberals weren’t unhinged
56129,"#StayOnYourPath #HealthQuote If you are wishing to loose fat, get back your wellbeing and slow down or reverse the aging process then check this super powerful natural method URL URL",NOT,if you are wishing to loose fat get back your wellbeing and slow down or reverse the aging process then check this super powerful natural method
51851,"#SomethingIsAboutToHappen And here goes his bottle on the floor, with water dripping from it.  She just snapped as he was trying to cool her down. She is pissed at something for sure.  Stay tuned.",NOT,and here goes his bottle on the floor with water dripping from it  she just snapped as he was trying to cool her down she is pissed at something for sure  stay tuned
31997,#FakeNews like @USER and @USER will gloss over this today thanks to the #ChristineBlaseyFord circus act. #ConfirmJudgeKavanaughNow so we can get back to triggering liberals by talking about @USER ‘s success. 🙌🏻 URL,NOT,like  and  will gloss over this today thanks to the  circus act  so we can get back to triggering liberals by talking about  ‘s success
89493,"#Capitalism may be undermined by the displacement of menial laborers by #AI   should conservatives therefore inoculate themselves against knee-jerk reactionism against the notion of the living wage""?  #economics #marxism #marx #robotics #communism #socialism #socialismkills""",NOT,may be undermined by the displacement of menial laborers by    should conservatives therefore inoculate themselves against kneejerk reactionism against the notion of the living wage
34903,#California Tries New Tack on #Gun #Violence : #Bullet #control - The New York Times #activist ⁦@USER ⁦@USER ⁦@USER ⁦@USER ⁦@USER  URL,NOT,tries new tack on       the new york times  ⁦ ⁦ ⁦ ⁦ ⁦
40766,#eminem he could've gone harder but he didn't have to reason  why he is the RapGod he is one of the best lyricist in the game. Lot of people talk smack about him because they will never be him.  @USER URL,NOT,he couldve gone harder but he didnt have to reason  why he is the rapgod he is one of the best lyricist in the game lot of people talk smack about him because they will never be him
58543,"#Conservatives We mus pray for liberals. They trooly kno knot watt they do. I was brot up socialist democrat, by my wonderful, but, ignorant parents. I served inda military. I learnd I can serve Christ, too. Eye reel -eyesed CONSERVATIVISM was more closely aligned w God.",OFF,we mus pray for liberals they trooly kno knot watt they do i was brot up socialist democrat by my wonderful but ignorant parents i served inda military i learnd i can serve christ too eye reel eyesed conservativism was more closely aligned w god
53194,#deplorabledregofsociety says she is joe Biden’s girlfriend. #lol #maga #redtidalwave onward #dregs URL,NOT,says she is joe biden’s girlfriend    onward
79222,"#disarmthem #antifa Please NO ONE be stupid enough to do this. Most of us DO NOT open carry, most of us carry concealed. Anyone stupid enough to do this, that is considered an act of aggression and you will be shot We also carry more than one weapon. We shoot to kill, not maim.",OFF,please no one be stupid enough to do this most of us do not open carry most of us carry concealed anyone stupid enough to do this that is considered an act of aggression and you will be shot we also carry more than one weapon we shoot to kill not maim
72401,"@USER * Puerto Rico is destroyed; more than 3,000 die * Trump visits, and throws paper rolls at people * 11 months later, Puerto Rico is still waiting for help * Trump says everything is fine, and his visit was a great success  🤔",OFF,puerto rico is destroyed more than 3000 die  trump visits and throws paper rolls at people  11 months later puerto rico is still waiting for help  trump says everything is fine and his visit was a great success
37002,#Beto O'Rourke talks gun control at Houston campaign events URL via @USER,NOT,orourke talks gun control at houston campaign events  via
31354,All these sick ass ppl from school gave me something and now I have to chug down this nasty drink so it can go away🙃,OFF,all these sick ass ppl from school gave me something and now i have to chug down this nasty drink so it can go away
99347,Anyone want to bet it costs more than that $50k election referendum? URL,NOT,anyone want to bet it costs more than that 50k election referendum
60713,#Conservatives are going to make hay out of #Trudeau’s answer but the truth is there’s criminals everywhere and people who will commit heinous acts of violence. Whether they’re from Syria and have brownskin or are white Canadian born it’s tragic all around. URL,NOT,are going to make hay out of ’s answer but the truth is there’s criminals everywhere and people who will commit heinous acts of violence whether they’re from syria and have brownskin or are white canadian born it’s tragic all around
89054,"..While reading this, I feel like I am hearing Cardi B's voice rapping.😂 URL",NOT,while reading this i feel like i am hearing cardi bs voice rapping
29008,#Conservatives are #dumberthandogshit is the central point of my tweet,OFF,are  is the central point of my tweet
96333,#Season2 #scary Er while we are on the subject do you condemn Antifa and those who take Soros money? URL,NOT,er while we are on the subject do you condemn antifa and those who take soros money
19770,"#Charlotte could see anywhere from 6 to 10” of rainfall from #HurricaneFlorence (#FlorenceNC).   Florence is NOTHING to mess around with, she is a very powerful and life-threatening major hurricane, bringing a lot... URL",NOT,could see anywhere from 6 to 10” of rainfall from     florence is nothing to mess around with she is a very powerful and lifethreatening major hurricane bringing a lot
41590,@USER #Rosie makes me nauseous!🤮 URL,OFF,makes me nauseous
72523,#FemiNazis are Liberals so #MeToo only counts when they blame a non-Liberal man. #Bizarro  #KAG2018 ❤️🇺🇸 URL,OFF,are liberals so  only counts when they blame a nonliberal man
25783,"#Conservatives Don't like #Liberals, Because The Definition of Liberty is Different for both, For the #Conservatives Freedom means The #Freedom to #Obstruct #Impede and #Prevent #Progress in #HumanRights #CivilRights and #Society in General. To the #Liberals Freedom comes with",NOT,dont like  because the definition of liberty is different for both for the  freedom means the  to   and   in   and  in general to the  freedom comes with
16683,@USER Watch ielts liz .. she is amazing,NOT,watch ielts liz  she is amazing
14640,"#BREXIT deal HAS been reached - and will be unveiled at special summit in NOVEMBER, Has @USER sold out the #UK to the eu??? She better have not or the @USER are finished!! @USER URL",OFF,deal has been reached  and will be unveiled at special summit in november has  sold out the  to the eu she better have not or the  are finished
31641,"#BlackEyedPeas Tackle Gun Control, Social Justice on New Song ‘Big Love’ URL URL",NOT,tackle gun control social justice on new song ‘big love’
23762,@USER #Google appears to be a completely testosterone-free work environment.  #SoyBoys  #Fairyland  #HurricaneFlorence,NOT,appears to be a completely testosteronefree work environment
45984,#WednesdayMotivation when you are a #startup #Entrepreneur | #Boss and you and you want to salute all the other start-up Entrepreneurs doing their thing. Especially ones who lack the true insight in doing tasks that need to be done because of the law URL,NOT,when you are a     and you and you want to salute all the other startup entrepreneurs doing their thing especially ones who lack the true insight in doing tasks that need to be done because of the law
74909,#crazyredhead in very #angry at the #orange #cheeto  Who claims to be our #president .  She will never accept it.  Denying all the lives lost in Puerto Rico? He is a #monster #… URL,OFF,in very  at the    who claims to be our    she will never accept it  denying all the lives lost in puerto rico he is a  …
88822,@USER @USER Bull crap. You know she doesn't care.  She is trying to get attention for her Presidential run.  Do you see any other Senator giving nonsense?  Nope.,NOT,bull crap you know she doesnt care  she is trying to get attention for her presidential run  do you see any other senator giving nonsense  nope
89432,#Congratulations Erika Ikizake who won a 7-Day MARTA Pass courtesy of MARTA and Campus Services! Keep following us for more prizes. #Staytuned #TheStateWay #GoPanthers  @USER @USER URL,NOT,erika ikizake who won a 7day marta pass courtesy of marta and campus services keep following us for more prizes
38070,#HurricanceFlorence God bless President Donald J Trump . Thank you for your service you are a saint.  The haters are going to hate but keep up the great work.,NOT,god bless president donald j trump  thank you for your service you are a saint  the haters are going to hate but keep up the great work
96397,"#EuropaLeague Song the EU, cash your remaining chips in and p*ss off 👍 You've played all your cards and liberals in the U.S too.  Brexiteers and Trump takes it all so be nice eh and life'll be better for everyone.  URL",OFF,song the eu cash your remaining chips in and pss off  youve played all your cards and liberals in the us too  brexiteers and trump takes it all so be nice eh and lifell be better for everyone
37342,69. he managed it... URL,NOT,69 he managed it
77917,@USER   God help us all,NOT,god help us all
31499,@USER Hillary Clinton talking about gun control. I'm sure this thread will be full of well-reasoned and data driven responses.    Oh.  Well.  Maybe not.,NOT,hillary clinton talking about gun control im sure this thread will be full of wellreasoned and data driven responses    oh  well  maybe not
52547,#Democrat last ditch effort to STOP #KavanaughConfirmation and to smear his good Name #Liberals trying to protect Abortions😢 #Boycott36 URL,NOT,last ditch effort to stop  and to smear his good name  trying to protect abortions
34030,$1500 for a phone. You all are fucking dumb.,OFF,1500 for a phone you all are fucking dumb
21054,#KendallJenner looks amazing!!! Who cares if she is nude! Not everyone likes nudity for sexual desire. Some like it for the artistry in it. #me @USER Every woman on the planet has the same parts. She is just comfortable with hers. #YouGotThis,NOT,looks amazing who cares if she is nude not everyone likes nudity for sexual desire some like it for the artistry in it   every woman on the planet has the same parts she is just comfortable with hers
60546,#Scorpio's are sure to be committed partners. Keep them satisfied in bed and you are all set.,NOT,s are sure to be committed partners keep them satisfied in bed and you are all set
98396,"#Wisdom #Wellness I will teach you the right way to build your own private, online 'traffic economy' so you are never short of prospects and sales again URL URL",NOT,i will teach you the right way to build your own private online traffic economy so you are never short of prospects and sales again
29882,"#8months and she is standing, talking , and climbing now ! URL",NOT,and she is standing talking  and climbing now
90581,#CreepyPornPresident  I WANT THIS TRENDING UNTIL HE IS OUT OF OFFICE URL,NOT,i want this trending until he is out of office
69073,#HowToGetPeopleOutOfYourHome  Tell them that you're a vampire...then threaten to eat them if they don't get their asses out.  *shrugs*  What?  Problem?,OFF,tell them that youre a vampirethen threaten to eat them if they dont get their asses out  shrugs  what  problem
49338,@USER Fact: he lost the popular vote Fact: he and the GOP have gone their own way and ignored Democrats Conclusion: he never spoke for all America and he is the GOP and the GOP is Trumpism.  #MAGA #LiveWithIt,NOT,fact he lost the popular vote fact he and the gop have gone their own way and ignored democrats conclusion he never spoke for all america and he is the gop and the gop is trumpism
22812,@USER @USER @USER I'm Mexican by the way and I support the gun control already in place if it means people like you don't ever touch a gun.What you are saying has nothing to do with this.,NOT,im mexican by the way and i support the gun control already in place if it means people like you dont ever touch a gunwhat you are saying has nothing to do with this
29113,"#Kavanaugh The moment #BlaseyFord is exposed as a fraud, expect a new accuser to surface. Liberals are a one trick pony. #LiberalismIsAMentalDisorder",OFF,the moment  is exposed as a fraud expect a new accuser to surface liberals are a one trick pony
13097,"0-8 En Taller : S-2, M-5, BX-6 (20:59:35)",NOT,08 en taller  s2 m5 bx6 205935
98816,#HIAC: Why is it this match too with Becky vs Charlotte kinda sucky so far? They are taking shots back and forth and stumbling around like a drunk version of Final Fantasy or something.,NOT,why is it this match too with becky vs charlotte kinda sucky so far they are taking shots back and forth and stumbling around like a drunk version of final fantasy or something
77222,@USER Gul Bukhari is Gul Bukhari bcoz she is her own! Iron Lady! More Power to you 👊👍👌,NOT,gul bukhari is gul bukhari bcoz she is her own iron lady more power to you
95258,Aparently my computer doesn't want to operate at the moment. So I will upload the episodes  Individually.  Sorry for the inconvenience.,NOT,aparently my computer doesnt want to operate at the moment so i will upload the episodes  individually  sorry for the inconvenience
36892,"#ChristineBlaseyFord / Democrats condemn conservatives for having made up their minds""  while at the same time ""having made up their minds"" to condemn Kavanaugh without question AND to vote no on Kavanaugh before the hearings URL",NOT,democrats condemn conservatives for having made up their minds  while at the same time having made up their minds to condemn kavanaugh without question and to vote no on kavanaugh before the hearings
