id,tweet,subtask_a,subtask_b,subtask_c,subtask_c_ii,subtask_c_iii,tweet_cleaned
91341,@USER @USER @USER if you're hosting them you are AT LEAST nominating them for a prize! Don't be teasers!,NOT,,,,,if youre hosting them you are at least nominating them for a prize dont be teasers
21448,@USER I'm not the one deleting my tweets so people can't see the unprompted and unwarranted undeserved personal attack you commenced our interaction with  And how and why you got so far up my nose that I responded in the kind of language you are clearly more familiar with than I,NOT,,,,,im not the one deleting my tweets so people cant see the unprompted and unwarranted undeserved personal attack you commenced our interaction with  and how and why you got so far up my nose that i responded in the kind of language you are clearly more familiar with than i
87291,:  😂 you are so extra. URL,NOT,,,,,you are so extra
27148,@USER @USER @USER She’s confused after all she is only a poor struggling socialist,OFF,TIN,IND,IND,,she’s confused after all she is only a poor struggling socialist
14283,@USER Can someone tell this dumb we are a republic,OFF,UNT,,,,can someone tell this dumb we are a republic
42106,@USER 🖤 Dyrus you are a fucking worthless braindead scumfuck bastard pile of trash mental dickface that should be gunned down in the street like the degenerate you are🖤,OFF,TIN,IND,IND,,dyrus you are a fucking worthless braindead scumfuck bastard pile of trash mental dickface that should be gunned down in the street like the degenerate you are
39916,@USER @USER Yes you are very wrong,NOT,,,,,yes you are very wrong
65293,@USER Give me a break!!!,NOT,,,,,give me a break
23593,@USER FOR THE KOCHS AND THE TRUMPS AND THE POLLUTORS.. BUT NOT FOR WE THE PEOPLE OR STUDENTS OR TEACHERS AND LETS NOT EVEN TALK ABOUT THE THINGS THAT A MAJORITY OF THE AMERICAN PEOPLE EXPECT LIKE HEALTHCARE &amp; GUN CONTROL! NOTHING BUT $$ FOR @USER AND DONORS!,OFF,TIN,GRP,OTH,GRP,for the kochs and the trumps and the pollutors but not for we the people or students or teachers and lets not even talk about the things that a majority of the american people expect like healthcare  gun control nothing but  for  and donors
54364,@USER @USER @USER @USER I’m not affiliated with any party. You don’t care if he is innocent or not. You’re just a party jackoff.   See how that works.,NOT,,,,,i’m not affiliated with any party you don’t care if he is innocent or not you’re just a party jackoff   see how that works
12532,@USER Carter was the worst one term President until h was passed for that title by Oba our first Black Racist President!  Kinda like  a Black Jefferson Davis!,OFF,TIN,IND,IND,,carter was the worst one term president until h was passed for that title by oba our first black racist president  kinda like  a black jefferson davis
45681,@USER Everybody!! Criticize our #POTUS and deal with it! He will still be prez when you wake up tomorrow morning! Ha!,NOT,,,,,everybody criticize our  and deal with it he will still be prez when you wake up tomorrow morning ha
35087,6d/. They won't be able to make it after January! There will be millions HOMELESS and STARVING! You will see a LOT MORE BEGGING on the STREETS. People living in the woods. THIS is so the rich   #Conservatives #Christians #WhiteSupremacists #MAGA #MAGAVeterans #MAGATalk URL,NOT,,,,,6d they wont be able to make it after january there will be millions homeless and starving you will see a lot more begging on the streets people living in the woods this is so the rich
91783,@USER Hm? Of course.,NOT,,,,,hm of course
38468,"@USER It was enough to slow her to a stop, she yelped loudly.  ....?!""  There is fear in her eyes, and thirium leaking from the gunshot wounds, but she is going nowhere.  ""I have..no desire to die.""""",NOT,,,,,it was enough to slow her to a stop she yelped loudly    there is fear in her eyes and thirium leaking from the gunshot wounds but she is going nowhere  i haveno desire to die
34758,@USER @USER @USER @USER What’s the difference between Antifa and the brown shirts? Nothing URL,NOT,,,,,what’s the difference between antifa and the brown shirts nothing
25527,@USER @USER @USER Today I am happy for you as you succeed in your work. The award you are rewarded is for you effortless trying. I wish many more awards in your life. It is the beginning of journey and lots of things are yet to achieve. Congratulation for winning this award dear @USER,NOT,,,,,today i am happy for you as you succeed in your work the award you are rewarded is for you effortless trying i wish many more awards in your life it is the beginning of journey and lots of things are yet to achieve congratulation for winning this award dear
58154,@USER I hate politics! You #CNN are despicable. Liberals are treating Judge Kavanaugh  like he’s some sort of serial rapist that they’ve captured at last. #RedWave #voteyes #innocent until proven guilty.,OFF,TIN,GRP,OTH,GRP,i hate politics you  are despicable liberals are treating judge kavanaugh  like he’s some sort of serial rapist that they’ve captured at last    until proven guilty
37450,#GeraniumInTheCranium. Please also dredge up some of her ridiculous “gun control” bills that were shot down. URL,OFF,TIN,GRP,OTH,GRP,please also dredge up some of her ridiculous “gun control” bills that were shot down
71969,@USER And here are an Antifa Group after Old Boy Nazi Soros forgot to pay them... URL,NOT,,,,,and here are an antifa group after old boy nazi soros forgot to pay them
49770,@USER @USER Picture of #Antifa protest: URL,NOT,,,,,picture of  protest
92775,@USER @USER You are pathetic. This has nothing to do with him his dad or the wall or Mexico. This is about Swallwell thinking its ok for liberals to threaten repubs but not the other away around.,OFF,TIN,IND,IND,,you are pathetic this has nothing to do with him his dad or the wall or mexico this is about swallwell thinking its ok for liberals to threaten repubs but not the other away around
68130,@USER @USER @USER @USER @USER Yes usually in THOSE countries people kill gays cuz religion advise them to do it and try to point this out and antifa will beat you.  No matter how u try in america to help gay in those countries it will have no effect cuz those ppl hate america.,NOT,,,,,yes usually in those countries people kill gays cuz religion advise them to do it and try to point this out and antifa will beat you  no matter how u try in america to help gay in those countries it will have no effect cuz those ppl hate america
19848,@USER my mom makes literally everyone. you are my true mother,NOT,,,,,my mom makes literally everyone you are my true mother
38445,@USER Dick Drunk ..... it’s the real deal.,NOT,,,,,dick drunk  it’s the real deal
85106,@USER @USER Didn’t even watch. All liberals on there high horses.,NOT,,,,,didn’t even watch all liberals on there high horses
92791,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I think he's a comrade URL,NOT,,,,,i think hes a comrade
80524,@USER @USER Yes she is not normal. She needs a good mental check.,NOT,,,,,yes she is not normal she needs a good mental check
81364,#DickDurbin is from Illinois. #Chicago has the strictest gun control and is a gang and drug killing field.,NOT,,,,,is from illinois  has the strictest gun control and is a gang and drug killing field
92114,"@USER Tom Marvollo Riddle. Evan will lose his dick if he fucks around he knows it. Cause he is already after a lady""  She nods and looked at Evan.  Evan grins at her and stayed silent.  He did liked to fuck around but he knew he could not hurt his date""",OFF,TIN,IND,IND,,tom marvollo riddle evan will lose his dick if he fucks around he knows it cause he is already after a lady  she nods and looked at evan  evan grins at her and stayed silent  he did liked to fuck around but he knew he could not hurt his date
27374,@USER @USER You defending sex offenders shows you for who you are.  I don't waste my time with your types,OFF,TIN,IND,IND,,you defending sex offenders shows you for who you are  i dont waste my time with your types
93437,@USER @USER Wow! YOU'RE exactly like ANTIFA! You say you're against radical influences but YOU are THE MOST RADICAL OF ALL! De-platforming anyone that disagrees with you? Did you pull that one straight out of Hitler's playbook? Can you get any more Nazi Fascist? LOOK BEHIND YOU! IT'S KARMA!,OFF,TIN,IND,IND,,wow youre exactly like antifa you say youre against radical influences but you are the most radical of all deplatforming anyone that disagrees with you did you pull that one straight out of hitlers playbook can you get any more nazi fascist look behind you its karma
84599,@USER She is right.  Liberals do not listen.  It doesn’t matter what the taxpayer wants Trudeau does not listen.  Maybe to Islam but nothing else,NOT,,,,,she is right  liberals do not listen  it doesn’t matter what the taxpayer wants trudeau does not listen  maybe to islam but nothing else
10586,@USER Good for you Jimmy... your one pare will offset the 50% plunge their market shares are about to take,NOT,,,,,good for you jimmy your one pare will offset the 50 plunge their market shares are about to take
68303,@USER @USER @USER @USER @USER if you are in a state with medical pot go get him some brownies or a tincture it will help.,NOT,,,,,if you are in a state with medical pot go get him some brownies or a tincture it will help
63536,@USER @USER @USER Please can I have some of whatever it is you’ve been smoking?  Thats some top quality shit you’re coming out with.,OFF,TIN,GRP,OTH,GRP,please can i have some of whatever it is you’ve been smoking  thats some top quality shit you’re coming out with
96512,@USER Isn't he about to marry Steven Baldwin's daughter? He'll be sporting a MAGA hat in no time.,NOT,,,,,isnt he about to marry steven baldwins daughter hell be sporting a maga hat in no time
50222,@USER Here he is! Peaking out of a Hizbollah flag. URL,NOT,,,,,here he is peaking out of a hizbollah flag
41955,@USER She is a nut case,OFF,TIN,IND,IND,,she is a nut case
27910,@USER - that he is but Jace is also worth it. The hetero keep winning.,NOT,,,,,that he is but jace is also worth it the hetero keep winning
46948,@USER @USER Rampant crime? You mean Chicago a dem city that has the highest gun control of the country? Taking credit for a black man? Everything fell or stagnated with Obama. And caging brown families? Clinton Bush and Obama did it to a far worst extent. And thier illegal so whatever.,NOT,,,,,rampant crime you mean chicago a dem city that has the highest gun control of the country taking credit for a black man everything fell or stagnated with obama and caging brown families clinton bush and obama did it to a far worst extent and thier illegal so whatever
68914,@USER @USER Rodenbury was against violence and would have advocated for gun control.,NOT,,,,,rodenbury was against violence and would have advocated for gun control
74529,@USER I neither side with the Klan nor Antifa.  I stay out of family squabbles. Dems can clean up their own bastard children.  Perhaps you could clarify how I do t support the 14th.,OFF,TIN,IND,IND,,i neither side with the klan nor antifa  i stay out of family squabbles dems can clean up their own bastard children  perhaps you could clarify how i do t support the 14th
55349,@USER This whole thing has been a sham from the start!,OFF,TIN,IND,IND,,this whole thing has been a sham from the start
15290,@USER @USER Them dreads be dry asfuck my dude,NOT,,,,,them dreads be dry asfuck my dude
30832,@USER My prediction brother love breaks in the cell and beats up roman till he is passed out and braun wins aka this is the brother love heel turn and brother love makes his return as manger of braun with ziggler and drew,NOT,,,,,my prediction brother love breaks in the cell and beats up roman till he is passed out and braun wins aka this is the brother love heel turn and brother love makes his return as manger of braun with ziggler and drew
73169,@USER I am so proud of my colleague Anjali Van Drie! She is such a deserving recipient of the Florida Association for Behavior Analysis-Charles Kimber Public Service Award. #ABA #Leadership #ChampionForFamilies,NOT,,,,,i am so proud of my colleague anjali van drie she is such a deserving recipient of the florida association for behavior analysischarles kimber public service award
17313,@USER Same celebrities ready to give Harvey Weinstein a second chance. Convinced liberals are evil and must be soundly defeated yet?,NOT,,,,,same celebrities ready to give harvey weinstein a second chance convinced liberals are evil and must be soundly defeated yet
72264,"@USER You are the one that left on his own. I'm not your daddy to tell you to stay, even if I do, you won't anyway.""  There's just no in hell way that Cerberus would ever be soft to Dante and respect him right? Two can play at this game.""",NOT,,,,,you are the one that left on his own im not your daddy to tell you to stay even if i do you wont anyway  theres just no in hell way that cerberus would ever be soft to dante and respect him right two can play at this game
27906,@USER DONT WORWEE GWEEK I HAVE MULTIPLE ANXIETYS TOO YOU ARE NWOT AWONE! URL,NOT,,,,,dont worwee gweek i have multiple anxietys too you are nwot awone
25339,@USER @USER He thinks he is smart. Me? I don’t think that.,OFF,TIN,IND,IND,,he thinks he is smart me i don’t think that
61473,@USER @USER He is Spartacus!!!!!,NOT,,,,,he is spartacus
85999,".@USER : Jack Dorsey, to his credit, has openly acknowledged that he has a culture within his company that is hostile to conservatives. Now the question is, what is he going to do about it?"" URL URL",NOT,,,,,jack dorsey to his credit has openly acknowledged that he has a culture within his company that is hostile to conservatives now the question is what is he going to do about it
19565,@USER @USER Maybe wherw you live?  Or maybe conservatives?,NOT,,,,,maybe wherw you live  or maybe conservatives
11531,@USER @USER The argument will be made that the assault was decades ago and there have been no other complaints against Kavanaugh. But his lying in current and ongoing. That is enough to vote against him. He is now aligned with Trump in the way he handles accusations.,NOT,,,,,the argument will be made that the assault was decades ago and there have been no other complaints against kavanaugh but his lying in current and ongoing that is enough to vote against him he is now aligned with trump in the way he handles accusations
28457,1. Have we thought about Gun Control in Uganda?  2. Do we have  records of most of the guns in the country?  3. Do we have laws controlling our borders?  4. Who is safe?,NOT,,,,,1 have we thought about gun control in uganda  2 do we have  records of most of the guns in the country  3 do we have laws controlling our borders  4 who is safe
33268,@USER And let’s hope it just gets a lot worse,NOT,,,,,and let’s hope it just gets a lot worse
52242,@USER So that's why he is dead now??? Really FOX?? I would call that completely unrelated... This is why BLM is neccessary,OFF,UNT,,,,so thats why he is dead now really fox i would call that completely unrelated this is why blm is neccessary
45210,@USER @USER @USER @USER I’m just saying he’s not playing like how he should be for the amount he’s getting paid I’m sorry to let you down. URL,NOT,,,,,i’m just saying he’s not playing like how he should be for the amount he’s getting paid i’m sorry to let you down
56071,@USER This isn't ya finest moment hun. Try again once you fix ya shit and knock this tweet away.,OFF,TIN,IND,IND,,this isnt ya finest moment hun try again once you fix ya shit and knock this tweet away
66032,@USER I like the way she shows her emotions... She is really a Queen of Hearts....@USER  ...Love you,NOT,,,,,i like the way she shows her emotions she is really a queen of hearts  love you
22012,"@USER @USER I don't believe an Elk could grip a rifle even if it could purchase one.  Although you would probably want sensible gun control laws"" on anything the Elk could purchase to defend itself.  Sad.""",NOT,,,,,i dont believe an elk could grip a rifle even if it could purchase one  although you would probably want sensible gun control laws on anything the elk could purchase to defend itself  sad
28009,@USER @USER @USER @USER @USER I really hope you are a good man best of luck,NOT,,,,,i really hope you are a good man best of luck
25063,@USER @USER Can’t argue there.,NOT,,,,,can’t argue there
90500,@USER @USER @USER @USER @USER so it is ok for Congress to take away the Constitution like they did?     you realize Congress just took away all gun control laws when they threw out Article 4 Sec 4 US Constitution....  ALL gun control laws come from there,NOT,,,,,so it is ok for congress to take away the constitution like they did     you realize congress just took away all gun control laws when they threw out article 4 sec 4 us constitution  all gun control laws come from there
32667,@USER It’s funny how you idiot liberals seem to forget when other presidents do the same shit. Haha.,OFF,TIN,IND,IND,,it’s funny how you idiot liberals seem to forget when other presidents do the same shit haha
10006,@USER Drew Carry is a piece of Canadian S/-“,NOT,,,,,drew carry is a piece of canadian s“
59424,@USER You are dead to me!,OFF,TIN,IND,IND,,you are dead to me
21920,@USER keep up all you do blair you are an incredible person,NOT,,,,,keep up all you do blair you are an incredible person
54174,@USER 1 &amp; 7 blocking my way to hap'penis,NOT,,,,,1  7 blocking my way to happenis
60654,@USER @USER Thank you so much! We just spent 1 hour talking. He is broken-hearted and I hate it so bad for him.,NOT,,,,,thank you so much we just spent 1 hour talking he is brokenhearted and i hate it so bad for him
84999,@USER #big boss 2 what happen to ashwariya not good Sandrayan Anna should have not got voted ashwariya should have been gone what bigboss vote for ashwariya so she is save people not voting for her,NOT,,,,,boss 2 what happen to ashwariya not good sandrayan anna should have not got voted ashwariya should have been gone what bigboss vote for ashwariya so she is save people not voting for her
62016,@USER BLAME TRUMP?? That’s sad to the good people of Puerto Rico 🇵🇷,NOT,,,,,blame trump that’s sad to the good people of puerto rico
12129,"@USER He's there I think, he's not important, you are. You're important to me""""",NOT,,,,,hes there i think hes not important you are youre important to me
18071,@USER BOYCOTTING the National Fools League URL,NOT,,,,,boycotting the national fools league
69791,@USER I always have Eddie pick flowers out for me and tell the cashier that he is getting them for me.  LOL,NOT,,,,,i always have eddie pick flowers out for me and tell the cashier that he is getting them for me  lol
28677,@USER That won’t happen as he is only comfortable twitting from his golden throne or toilet to most of us.,OFF,TIN,IND,IND,,that won’t happen as he is only comfortable twitting from his golden throne or toilet to most of us
62515,@USER People who floor cross are opportunistic a-holes that deserve all the backlash they are getting.  She should have sat as an independent then joined the conservatives and ran for her spot against other conservative candidates.  Just think how you would feel if you won that role.,NOT,,,,,people who floor cross are opportunistic aholes that deserve all the backlash they are getting  she should have sat as an independent then joined the conservatives and ran for her spot against other conservative candidates  just think how you would feel if you won that role
20500,@USER Do I care 🚫pe.  Hope they fold like a cheap table.  Wonder what the spoiled primadonnas do when their huge salaries can't be made.  Bet it won't be bailed out like GM &amp; Too Big To Fail Banks were,OFF,TIN,IND,IND,,do i care pe  hope they fold like a cheap table  wonder what the spoiled primadonnas do when their huge salaries cant be made  bet it wont be bailed out like gm  too big to fail banks were
29275,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Amazing what liberals can dig up when they’re desperate! URL,NOT,,,,,amazing what liberals can dig up when they’re desperate
29267,@USER The only reason Ford is receiving any threats is because liberals exposed her when she asked to be anonymous,NOT,,,,,the only reason ford is receiving any threats is because liberals exposed her when she asked to be anonymous
11849,@USER I am reallly pulling for Dom Smith to show the Mets he belongs here but he always just looks like he is going through the motions.  The Mets buried him it seems and I'm wondering if its attitude that holds him back.,NOT,,,,,i am reallly pulling for dom smith to show the mets he belongs here but he always just looks like he is going through the motions  the mets buried him it seems and im wondering if its attitude that holds him back
23447,@USER @USER @USER Awwww babe I love you and thanks haha,NOT,,,,,awwww babe i love you and thanks haha
52651,@USER @USER @USER @USER Post hoc ergo propter hoc.  Your homicide (&amp; gun violence!) rates have increased steadily over the decades since the 1st implementation of gun control laws. Homicides have recently dropped (unrelated to any significant gun measure) yet police are demanding to be armed.,NOT,,,,,post hoc ergo propter hoc  your homicide  gun violence rates have increased steadily over the decades since the 1st implementation of gun control laws homicides have recently dropped unrelated to any significant gun measure yet police are demanding to be armed
68910,@USER I 100% AGREE. The Republicans MUST NOT allow this individual to DICTATE RULES and put the country on HOLD. EF HER!!!! #ThursdayMotivation #WalkAway #MAGA #Pussyhats,NOT,,,,,i 100 agree the republicans must not allow this individual to dictate rules and put the country on hold ef her
85851,Ain’t no pussy good enough to get broke while I’m in it,OFF,UNT,,,,ain’t no pussy good enough to get broke while i’m in it
26865,@USER @USER is paid to attack the credibility of anyone who criticizes or accuses Trump of wrong doing. He is a paid political hitman disguised as a journalist. He is a hack!,OFF,TIN,IND,IND,,is paid to attack the credibility of anyone who criticizes or accuses trump of wrong doing he is a paid political hitman disguised as a journalist he is a hack
98306,@USER She says no. You are now sad. She then realizes what you might actually mean. She slaps you. She says no. Now you are sad AND your face hurts.,OFF,TIN,IND,IND,,she says no you are now sad she then realizes what you might actually mean she slaps you she says no now you are sad and your face hurts
77241,@USER He. Is. Here. For. Her.,NOT,,,,,he is here for her
78191,@USER Are you an ostrich?,OFF,TIN,IND,IND,,are you an ostrich
94323,@USER Like if alt right dudes were born in Berkeley they'd be antifa,OFF,UNT,,,,like if alt right dudes were born in berkeley theyd be antifa
64289,@USER WHAT THE FUCK,OFF,UNT,,,,what the fuck
40731,@USER fuck yeah !,OFF,UNT,,,,fuck yeah
67598,@USER @USER Not one for anything to do with RUSSIAN COLLUSION which BTW is not a crime most b4 they knew DT. The ones who copped out only did so 2 save their ass. I'm just curious why none of u self righteous ppl had a problem w/ all HRC &amp; BO crimes lies spying etc? Hypocritical I'd say.,OFF,TIN,GRP,OTH,GRP,not one for anything to do with russian collusion which btw is not a crime most b4 they knew dt the ones who copped out only did so 2 save their ass im just curious why none of u self righteous ppl had a problem w all hrc  bo crimes lies spying etc hypocritical id say
11977,"@USER @USER Billionaires making donations to Democrats don't help advance any left wing causes, they simply cause Democrats to act in the interest of billionaires, just like Republicans, regardless of the absurd conspiracy theories Alex Jones and PJW tell liberals"" like you.""",NOT,,,,,billionaires making donations to democrats dont help advance any left wing causes they simply cause democrats to act in the interest of billionaires just like republicans regardless of the absurd conspiracy theories alex jones and pjw tell liberals like you
47366,@USER Going about it the wrong way,NOT,,,,,going about it the wrong way
61725,@USER It does?,NOT,,,,,it does
36950,@USER @USER @USER No he didn't. He said I'm sure there is fine people on both sides. Do you disagree with that or are you one of those far left people who think all conservatives are racists. Antifa is a terror group that uses violence against innocent people who think differently.,OFF,UNT,,,,no he didnt he said im sure there is fine people on both sides do you disagree with that or are you one of those far left people who think all conservatives are racists antifa is a terror group that uses violence against innocent people who think differently
91855,@USER @USER @USER Are you serious. Man you’re an idiot! He is the most hateful scum on earth.,OFF,TIN,IND,IND,,are you serious man you’re an idiot he is the most hateful scum on earth
59889,@USER Bill you should be silent on gun control and immigrantion.   You had 8 years and did nothing. Don't be a Monday morning quarterback now. To little to late.,OFF,UNT,,,,bill you should be silent on gun control and immigrantion   you had 8 years and did nothing dont be a monday morning quarterback now to little to late
20861,@USER #NeverWithdraw  !! #DianeFeinstein waited on #ChristineFord lies because Dems needed time to scrub the vast amount of Ford's anti-Trump social media rants and coach her  to keep her story consistent.   #Democrats and #Liberals are evil and mentally sick #ConfirmKavanaugh,NOT,,,,,waited on  lies because dems needed time to scrub the vast amount of fords antitrump social media rants and coach her  to keep her story consistent    and  are evil and mentally sick
67953,@USER You are so fragile. It must be hard to live that way.,NOT,,,,,you are so fragile it must be hard to live that way
82688,@USER @USER @USER Another domestic violence crime. Welcome to California.  One of the most violent states with surprisingly high amounts of gun CONTROL laws... too bad tbose people do not have the legal ability to defend themselves.,NOT,,,,,another domestic violence crime welcome to california  one of the most violent states with surprisingly high amounts of gun control laws too bad tbose people do not have the legal ability to defend themselves
88829,@USER Over the next DECADE ? Can’t she pretend the housing lobby is the DUP    and give them a billion every year ? #conservatives,NOT,,,,,over the next decade  can’t she pretend the housing lobby is the dup    and give them a billion every year
76953,@USER Well she is a “Christian.” 🙄,NOT,,,,,well she is a “christian”
21900,@USER I have quit calling them liberals and I just call them Socialist Democrats.,NOT,,,,,i have quit calling them liberals and i just call them socialist democrats
30876,@USER @USER @USER @USER Numerous Jewish groups have come out and denounced the misuse of AS as a tool to smear and bludgeon Corbyn. You are welcome to Google this. Not all Jews agree with you.,NOT,,,,,numerous jewish groups have come out and denounced the misuse of as as a tool to smear and bludgeon corbyn you are welcome to google this not all jews agree with you
29535,@USER Leave it to CBC to turn a bad story for the libs into a critical piece on the conservatives,NOT,,,,,leave it to cbc to turn a bad story for the libs into a critical piece on the conservatives
56167,@USER @USER Liberals judge you guilty EVEN when proven innocent. #liberalsneedtheirownpsychward,NOT,,,,,liberals judge you guilty even when proven innocent
83903,@USER He’s a disgrace to his party and all he claims to stand for. He’s not on the side of conservatives. He just wants to make a name for himself and anybody’s cost.,OFF,TIN,IND,IND,,he’s a disgrace to his party and all he claims to stand for he’s not on the side of conservatives he just wants to make a name for himself and anybody’s cost
17174,@USER 😂😂😂😂😂 Liberals really are nuts.,OFF,TIN,GRP,OTH,GRP,liberals really are nuts
36808,@USER @USER @USER I agree! I guess Dems are saying that they’re worried about some October surprise where the FISA docs are released leading up to the election.😊🇺🇸MAGA!,OFF,TIN,GRP,OTH,GRP,i agree i guess dems are saying that they’re worried about some october surprise where the fisa docs are released leading up to the electionmaga
51090,@USER It should work just fine now! URL,NOT,,,,,it should work just fine now
37918,@USER @USER @USER Look at antifa..,NOT,,,,,look at antifa
51230,@USER You’ve lost your mind. That shit is unsanitary af. URL,OFF,UNT,,,,you’ve lost your mind that shit is unsanitary af
75052,#MAGA much? URL,NOT,,,,,much
51194,"@USER @USER @USER @USER @USER  You are fkn deluded pal #FatNixon is a digusting pig  Trump interview on 9/11: [My building] was the 2nd-tallest in Manhattan... And now it’s the tallest.""""",OFF,TIN,IND,IND,,you are fkn deluded pal  is a digusting pig  trump interview on 911 my building was the 2ndtallest in manhattan and now it’s the tallest
92380,@USER Freudian slip.,NOT,,,,,freudian slip
20645,@USER @USER @USER Brexit has split the Conservatives and Labour remains devided and leaderless on the subject. The TUC is split across unions and UK is in danger of fragmenting. Surely the only way to unite us is to vote on the final exit deal/WTO v Remain. Meanwhile listen to all options evenly.,NOT,,,,,brexit has split the conservatives and labour remains devided and leaderless on the subject the tuc is split across unions and uk is in danger of fragmenting surely the only way to unite us is to vote on the final exit dealwto v remain meanwhile listen to all options evenly
90061,@USER I believe that Serena would not cheat. Yet even her manager has admitted to breaking the rules. This was not her finest hour. First a temper tantrum then calling the umpire a thief. That crossed the line. She is the one that should apologize.,NOT,,,,,i believe that serena would not cheat yet even her manager has admitted to breaking the rules this was not her finest hour first a temper tantrum then calling the umpire a thief that crossed the line she is the one that should apologize
32502,@USER @USER @USER Prayers ❤️🙏🏻 You are missed.,NOT,,,,,prayers  you are missed
69758,"@USER I mean, the logic"" behind their claim means that in the 90's the Liberals felt it was OK for a man to abuse women... that's essentially what they are saying... and that the Conservatives were in the right... right?""",OFF,UNT,,,,i mean the logic behind their claim means that in the 90s the liberals felt it was ok for a man to abuse women thats essentially what they are saying and that the conservatives were in the right right
74923,"@USER So the whole Republican for gun control"" nonsense can finally be laid to rest?""",NOT,,,,,so the whole republican for gun control nonsense can finally be laid to rest
39599,"@USER George Constanza once famously said, if you believe it to be true, it's not a lie Jerry"".....in this situation you could have someone believe that they are the hero by stopping a Conservative appointment.  That's how the liberals justify everything bad they do including violence""",NOT,,,,,george constanza once famously said if you believe it to be true its not a lie jerryin this situation you could have someone believe that they are the hero by stopping a conservative appointment  thats how the liberals justify everything bad they do including violence
65618,@USER That shit got me dead!! Eager ass boi!,OFF,TIN,IND,IND,,that shit got me dead eager ass boi
72126,@USER @USER @USER @USER You wanna smoke weed I dont  @USER   Unlike you  I have confidence in myself  I don't need a larger government to tell me what tooth paste to use lol  But you can always volunteer to pay more taxes? Oddly Liberals are the first one to complain about others not following them,NOT,,,,,you wanna smoke weed i dont     unlike you  i have confidence in myself  i dont need a larger government to tell me what tooth paste to use lol  but you can always volunteer to pay more taxes oddly liberals are the first one to complain about others not following them
10864,@USER @USER If I ever met this woman I can guarantee you I would want to just slap the shit out of her.  She is a total disgrace !!  Dumber than a box of rocks,OFF,TIN,IND,IND,,if i ever met this woman i can guarantee you i would want to just slap the shit out of her  she is a total disgrace   dumber than a box of rocks
58079,@USER @USER @USER You are as cheap as cheap she is...Try with Bible and Quran if you really have guts,OFF,TIN,IND,IND,,you are as cheap as cheap she istry with bible and quran if you really have guts
99671,@USER Better take an extra antidepressant Cher it’s a done deal. 🇺🇸,OFF,TIN,IND,IND,,better take an extra antidepressant cher it’s a done deal
59882,@USER @USER Omfg 😂😂😂😂😂  You are so right 😂,NOT,,,,,omfg   you are so right
25390,"@USER Holder is an evil, hateful, dangerous man.  He's a real"" racist.  He absolutely hates White People.  He &amp; Obama contributed to the race riots during O's Admin.""",OFF,TIN,IND,IND,,holder is an evil hateful dangerous man  hes a real racist  he absolutely hates white people  he  obama contributed to the race riots during os admin
37631,ALSO WHAT'S UP BITCHES I GOT BANGS AND IT WASN'T A MISTAKE I'M SO EXCITED,NOT,,,,,also whats up bitches i got bangs and it wasnt a mistake im so excited
73488,@USER @USER He is a disgrace he needs to resign or the citizens of Maricopa County need to start a recall.  If he FUBAR’s the General Election that should be it. No waiting until 2020.,OFF,TIN,IND,IND,,he is a disgrace he needs to resign or the citizens of maricopa county need to start a recall  if he fubar’s the general election that should be it no waiting until 2020
20148,@USER Don't know who he is and don't really care...,NOT,,,,,dont know who he is and dont really care
91799,Suck it @USER  #Winning #MAGA URL,OFF,TIN,OTH,OTH,OTH,suck it
75585,@USER I’m just seeing this,NOT,,,,,i’m just seeing this
29016,@USER I still can't read an analog clock like I can but it takes me like a fucking minute to process it and I can't just glance at one like a digital click,OFF,UNT,,,,i still cant read an analog clock like i can but it takes me like a fucking minute to process it and i cant just glance at one like a digital click
68950,@USER Georgia wants moral degenerates like this to paddle their students ??,NOT,,,,,georgia wants moral degenerates like this to paddle their students
58804,@USER @USER @USER She is more influential so many Japanese and British acts are influenced by her? Why do so many foreign acts work with her producers? Why does she have touring records in Europe and Japan?  Why did she win the Legend Award at the WMAs,NOT,,,,,she is more influential so many japanese and british acts are influenced by her why do so many foreign acts work with her producers why does she have touring records in europe and japan  why did she win the legend award at the wmas
19700,@USER @USER The AWB had no effect on crime. That's why it was not resigned into law 10 years after it was 1st signed and allowed to sunset. It also was the beginning of the end for Clinton and his corrupt administration. I love when they screech gun control! It means they lose in elections!,NOT,,,,,the awb had no effect on crime thats why it was not resigned into law 10 years after it was 1st signed and allowed to sunset it also was the beginning of the end for clinton and his corrupt administration i love when they screech gun control it means they lose in elections
22197,@USER I didn’t recognise her without her Antifa bandana.,NOT,,,,,i didn’t recognise her without her antifa bandana
56146,@USER Shit getting out of hand,OFF,UNT,,,,shit getting out of hand
77983,@USER @USER @USER @USER She is a cop.... “gun control” wouldn’t have mattered. Geez,NOT,,,,,she is a cop “gun control” wouldn’t have mattered geez
74379,@USER Trying to shape opinion. #MockingbirdMedia at it's worse.. Read the comments.. It failed miserably.. #MAGA #GreatAwakening #TheStorm  #WeThePeople  #WWG1WGA  #DrainTheSwamp #ReleaseTheVideo  @USER #MockingbirdMedia #FakeNews  @USER #QAnon #QAnon8chan URL,OFF,TIN,OTH,OTH,OTH,trying to shape opinion  at its worse read the comments it failed miserably
